address,lat,long
56 WEST 88 STREET,40.7872784,-73.9706014
240 EAST 51 STREET,40.7556366,-73.9689586
238 EAST 51 STREET,40.7557025,-73.969121
WEST 56 STREET,40.7623683,-73.9756012
949 2 AVENUE,40.7552303,-73.9686087
322 EAST 119 STREET,40.7983308,-73.9355297
52 WEST 74 STREET,40.7783211,-73.9774584
61 WEST 88 STREET,40.7876818,-73.9703773
244 EAST 51 STREET,40.7555817,-73.9688323
310 EAST 119 STREET,40.7984765,-73.9358727
69 WEST 55 STREET,40.7629505,-73.9773951
349 EAST 119 STREET,40.7983439,-73.9343703
5 WEST 73 STREET,40.7773272,-73.9758809
23 WEST 88 STREET,40.787168200000004,-73.9691606
235 EAST 51 STREET,40.7560455,-73.9687707
239 EAST 51 STREET,40.756007,-73.9686769
58 WEST 56 STREET,40.7631701,-73.9771315
246 EAST 52 STREET,40.7561689,-73.9683014
2325 1 AVENUE,40.7981407,-73.9341719
54 WEST 74 STREET,40.7784062,-73.9776606
32 WEST 89 STREET,40.787514,-73.9691965
41 WEST 56 STREET,40.7633621,-73.9764202
234 EAST 52 STREET,40.7563035,-73.968619
212 EAST 52 STREET,40.7565891,-73.9692975
2327 1 AVENUE,40.7982313,-73.9341899
2333 1 AVENUE,40.7984123,-73.934056
51 WEST 74 STREET,40.778601,-73.9769384
38 WEST 89 STREET,40.7875937,-73.9693879
10 WEST 57 STREET,40.7631532,-73.9751352
979 2 AVENUE,40.7560947,-73.9679838
344 EAST 120 STREET,40.798654,-73.9343411
48 WEST 57 STREET,40.7637628,-73.9765862
316 EAST 120 STREET,40.7990031,-73.9351751
306 EAST 120 STREET,40.7991323,-73.9354784
35 WEST 74 STREET,40.7783868,-73.976433
44 WEST 89 STREET,40.7876761,-73.9695829
226 EAST 52 STREET,40.7564161,-73.9688861
230 EAST 52 STREET,40.7563639,-73.9687597
2336 2 AVENUE,40.7992998,-73.9357311
27 WEST 74 STREET,40.7782797,-73.9761478
54 WEST 89 STREET,40.7878052,-73.9698897
52 WEST 57 STREET,40.763815,-73.9767053
213 EAST 52 STREET,40.7569458,-73.9689147
243 EAST 52 STREET,40.7566135,-73.9681749
321 EAST 119 STREET,40.7987369,-73.9353054
1400 AVENUE OF THE AMER,40.764471,-73.9767123
324 EAST 120 STREET,40.7989069,-73.9349405
13 WEST 74 STREET,40.7780682,-73.9756748
64 WEST 89 STREET,40.7879397,-73.9702075
242 EAST 53 STREET,40.7568495,-73.9679582
43 WEST 57 STREET,40.7642074,-73.9761997
240 EAST 53 STREET,40.7568742,-73.9680196
241 EAST 52 STREET,40.7566327,-73.9682218
2340 2 AVENUE,40.8005914,-73.9335302
2435 1 AVENUE,40.8017107,-73.9325899
145 CENTRAL PARK WEST,40.7780077,-73.9751874
69 WEST 89 STREET,40.7883734,-73.9700773
37 WEST 57 STREET,40.764103,-73.9759471
67 WEST 89 STREET,40.7883487,-73.9700195
245 EAST 52 STREET,40.7565943,-73.9681244
2451 1 AVENUE,40.802407,-73.93126
334 EAST 126 STREET,40.8025032,-73.9314875
10 WEST 75 STREET,40.7783097,-73.9754726
250 EAST 53 STREET,40.7566957,-73.9676009
50 CENTRAL PARK SOUTH,40.7652476,-73.9760405
1003 2 AVENUE,40.7569564,-73.9673337
1005 2 AVENUE,40.7570112,-73.967294
2460 2 AVENUE,40.8032142,-73.931624
405 EAST 118 STREET,40.7972951,-73.9338332
16 WEST 75 STREET,40.7783921,-73.9756639
55 WEST 75 STREET,40.7793255,-73.976689
63 WEST 89 STREET,40.788302,-73.969904
61 WEST 89 STREET,40.7882773,-73.9698462
768 5 AVENUE,40.764454,-73.9744452
1009 2 AVENUE,40.7571485,-73.9672542
240 EAST 54 STREET,40.7574587,-73.967467
409 EAST 118 STREET,40.7972511,-73.9337285
417 EAST 118 STREET,40.7971632,-73.9335191
47 WEST 89 STREET,40.7882415,-73.969402
37 WEST 75 STREET,40.7790701,-73.9760825
423 EAST 118 STREET,40.7970808,-73.9333603
284 MADISON AVENUE,40.751758,-73.9803909
427 EAST 118 STREET,40.797034,-73.9332159
25 WEST 75 STREET,40.7788971,-73.9756709
45 WEST 89 STREET,40.7880575,-73.9693263
211 EAST 53 STREET,40.7575825,-73.9685354
235 EAST 54 STREET,40.7578182,-73.9671528
100 PARK AVENUE,40.7513406,-73.9789257
1045 2 AVENUE,40.7582324,-73.9664162
431 EAST 118 STREET,40.796979,-73.9330859
437 EAST 118 STREET,40.7969021,-73.9329054
23 WEST 75 STREET,40.7788697,-73.975606
15 WEST 89 STREET,40.7876703,-73.9684056
1055 2 AVENUE,40.7584821,-73.9663042
447 EAST 118 STREET,40.7967702,-73.9325949
118 PARK AVENUE,40.7519278,-73.9783047
426 EAST 119 STREET,40.7972754,-73.9330206
20 WEST 76 STREET,40.7790919,-73.9753495
2 WEST 90 STREET,40.7878733,-73.968113
1059 2 AVENUE,40.7586001,-73.9662175
1061 2 AVENUE,40.7586633,-73.9661706
509 5 AVENUE,40.7537397,-73.9802496
245 EAST 55 STREET,40.7583724,-73.9665208
424 EAST 119 STREET,40.7973002,-73.933082
418 EAST 119 STREET,40.7973991,-73.9333166
22 WEST 76 STREET,40.7791249,-73.9754289
4 WEST 90 STREET,40.7879008,-73.9681816
1051 2 AVENUE,40.7583559,-73.9663259
7 EAST 44 STREET,40.7545876,-73.9789066
209 EAST 56 STREET,40.7594238,-73.9670618
408 EAST 119 STREET,40.797542,-73.9336524
26 WEST 76 STREET,40.7791908,-73.9755878
8 WEST 90 STREET,40.787953,-73.9683044
EAST 42 STREET,40.7535195,-73.9766475
50 WEST 90 STREET,40.788516,-73.9696439
250 EAST 57 STREET,40.7593001,-73.9663724
252 EAST 57 STREET,40.7590804,-73.965878
419 EAST 118 STREET,40.7971385,-73.9334722
445 EAST 118 STREET,40.7967976,-73.9326563
30 WEST 76 STREET,40.7792485,-73.9757214
9 EAST 45 STREET,40.7552463,-73.9785202
38 WEST 76 STREET,40.7793583,-73.9759849
16 WEST 90 STREET,40.7880628,-73.9685643
1083 2 AVENUE,40.7595496,-73.9654373
1087 2 AVENUE,40.7596511,-73.9653651
406 EAST 119 STREET,40.7976326,-73.9336776
421 EAST 119 STREET,40.7976843,-73.9328071
12 EAST 46 STREET,40.7554466,-73.9782206
431 EAST 119 STREET,40.7976375,-73.9326988
375 PLEASANT AVENUE,40.7975711,-73.931702
331 COLUMBUS AVENUE,40.7796741,-73.9767394
26 WEST 90 STREET,40.7881974,-73.9688893
1093 2 AVENUE,40.7598185,-73.9652423
1099 2 AVENUE,40.7599393,-73.9651556
10 EAST 46 STREET,40.755496,-73.9783397
244 EAST 58 STREET,40.7600052,-73.9654443
432 PLEASANT AVENUE,40.7978103,-73.9323302
44 WEST 76 STREET,40.7794434,-73.9761835
291 CENTRAL PARK WEST,40.7874781,-73.9681312
553 5 AVENUE,40.7556882,-73.9788233
238 EAST 58 STREET,40.7600904,-73.96565
228 EAST 58 STREET,40.7602167,-73.9659496
430 EAST 120 STREET,40.7978405,-73.9324024
408 EAST 120 STREET,40.7981401,-73.93311
43 WEST 76 STREET,40.7798606,-73.9759992
23 WEST 90 STREET,40.7886474,-73.9682426
390 MADISON AVENUE,40.7558198,-73.9776537
210 EAST 58 STREET,40.7604035,-73.9663899
2336 1 AVENUE,40.7983405,-73.9332976
EAST 118 STREET,40.7962754,-73.9314108
19 WEST 76 STREET,40.7795036,-73.9751508
62 WEST 91 STREET,40.7891087,-73.9691019
245 EAST 57 STREET,40.7597253,-73.9655455
585 5 AVENUE,40.7568162,-73.9780505
1091 2 AVENUE,40.7597472,-73.9652965
515 EAST 118 STREET,40.7961874,-73.9312014
20 WEST 77 STREET,40.7797451,-73.9749232
63 WEST 90 STREET,40.7889771,-73.9695461
516 EAST 119 STREET,40.7964124,-73.9309737
1097 2 AVENUE,40.7598899,-73.9651917
9 EAST 47 STREET,40.7565004,-73.9776066
246 EAST 58 STREET,40.7599778,-73.965383
511 EAST 118 STREET,40.7962534,-73.9313603
66 WEST 77 STREET,40.7803437,-73.9763528
55 WEST 90 STREET,40.7888755,-73.9693078
11 EAST 47 STREET,40.7564647,-73.9775272
979 3 AVENUE,40.7609524,-73.9662633
WARDS ISLAND,40.7890661,-73.9243907
21 EAST 47 STREET,40.7562945,-73.977115800000007
114 WEST 111 STREET,40.7990749,-73.9531836
132 WEST 111 STREET,40.79927,-73.9536494
47 WEST 76 STREET,40.7799155,-73.9761291
50 WEST 91 STREET,40.7889577,-73.9687408
215 EAST 58 STREET,40.7606998,-73.9659457
223 EAST 58 STREET,40.7606174,-73.9657472
597 5 AVENUE,40.7573376,-73.9776713
225 EAST 58 STREET,40.7605844,-73.9656714
227 EAST 58 STREET,40.7605515,-73.965592
150 WEST 111 STREET,40.799564,-73.9543499
112 WEST 111 STREET,40.7990502,-73.9531294
29 WEST 76 STREET,40.7796656,-73.9755479
59 WEST 91 STREET,40.7894791,-73.9684228
5 EAST 48 STREET,40.7572223,-73.9773862
71 WEST 92 STREET,40.7902367,-73.9686788
235 EAST 58 STREET,40.7604801,-73.9654224
145 WEST 111 STREET,40.7999152,-73.9539848
175 WEST 60 STREET,40.7710874,-73.9867177
139 WEST 111 STREET,40.7997778,-73.9536599
33 EAST 48 STREET,40.7566235,-73.9755455
121 WEST 111 STREET,40.799569,-73.9531616
160 WEST 62 STREET,40.7719602,-73.9860604
60 LINCOLN CENTER PLAZA,40.7722125,-73.9849953
49 WEST 92 STREET,40.7899455,-73.967982
47 WEST 92 STREET,40.7899208,-73.9679206
237 EAST 58 STREET,40.7604526,-73.9653539
240 EAST 59 STREET,40.7604799,-73.9649098
222 EAST 59 STREET,40.760933,-73.9657254
1837 ADAM C POWELL BLVD,40.8003928,-73.9540856
603 5 AVENUE,40.757494,-73.9775593
123 WEST 111 STREET,40.799591,-73.9532157
133 WEST 112 STREET,40.8004996,-73.9534246
1945 BROADWAY,40.7738317,-73.9831861
42 WEST 94 STREET,40.7907468,-73.967151
301 EAST 40 STREET,40.7485588,-73.9724988
609 5 AVENUE,40.7575461,-73.9773103
1 TUDOR CITY PLACE,40.7479847,-73.9708786
TUDOR CITY PLACE,40.7487999,-73.9709287
45 LENOX AVENUE,40.7998813,-73.9517636
57 LENOX AVENUE,40.8001392,-73.951525
134 COLUMBUS AVENUE,40.773546,-73.9818937
33 WEST 94 STREET,40.7910074,-73.9665839
631 5 AVENUE,40.7585038,-73.9761585
TUDOR CITY PLACE,40.7495381,-73.9703907
338 EAST 44 STREET,40.7502846,-73.9698526
104 WEST 113 STREET,40.800175,-73.9517056
152 WEST 66 STREET,40.7743149,-73.9839009
27 WEST 94 STREET,40.7909607,-73.966472
106 WEST 113 STREET,40.8001833,-73.9519187
485 MADISON AVENUE,40.7587834,-73.9744943
55 ST NICHOLAS AVENUE,40.8006393,-73.9528069
133 WEST 113 STREET,40.801062,-73.9528643
160 WEST 66 STREET,40.7742216,-73.984262
17 WEST 94 STREET,40.7908371,-73.9661795
304 EAST 44 STREET,40.7507212,-73.9708485
14 EAST 52 STREET,40.7591926,-73.9754688
304 EAST 45 STREET,40.7512151,-73.9701048
787 1 AVENUE,40.7505095,-73.9691956
107 WEST 113 STREET,40.8005619,-73.9516258
152 COLUMBUS AVENUE,40.774073,-73.9816372
15 WEST 94 STREET,40.7908124,-73.9661217
641 5 AVENUE,40.7591982,-73.976086
305 EAST 45 STREET,40.7517667,-73.9699277
321 EAST 45 STREET,40.7514537,-73.9695236
105 WEST 113 STREET,40.800529,-73.9515464
77 LENOX AVENUE,40.8007676,-73.9510586
146 WEST 68 STREET,40.7755581,-73.982933
24 WEST 95 STREET,40.7912488,-73.9663924
57 EAST 52 STREET,40.7591236,-73.9736712
821 1 AVENUE,40.7513958,-73.9685419
106 WEST 114 STREET,40.8008061,-73.9514378
LENOX AVENUE,40.8016846,-73.9517478
137 WEST 67 STREET,40.7753276,-73.9831533
35 WEST 95 STREET,40.7917401,-73.9663632
370 PARK AVENUE,40.7588984,-73.9732165
320 EAST 46 STREET,40.7517008,-73.9695596
109 WEST 115 STREET,40.8017884,-73.9506352
1995 BROADWAY,40.775462,-73.9826514
31 WEST 95 STREET,40.7916962,-73.9662549
300 EAST 46 STREET,40.7520193,-73.9701947
512 MADISON AVENUE,40.7602573,-73.9744757
809 1 AVENUE,40.7511708,-73.9685276
335 EAST 46 STREET,40.7519311,-73.9687113
1840 ADAM C POWELL BLVD,40.80047,-73.9550427
200 WEST 112 STREET,40.8006703,-73.9548945
100 WEST 69 STREET,40.7753711,-73.9805356
29 WEST 95 STREET,40.7916715,-73.9661971
56 EAST 54 STREET,40.759881,-73.9732197
25 WEST 95 STREET,40.7916248,-73.9660888
833 1 AVENUE,40.752277,-73.9688952
216 WEST 112 STREET,40.8008242,-73.9553748
242 WEST 112 STREET,40.8011786,-73.9562197
122 WEST 69 STREET,40.7756868,-73.9812901
866 2 AVENUE,40.7524831,-73.9699201
527 MADISON AVENUE,40.7600293,-73.9735084
884 2 AVENUE,40.7531774,-73.9693604
207 WEST 111 STREET,40.8005333,-73.9554545
214 WEST 112 STREET,40.8008022,-73.9553242
133 WEST 69 STREET,40.7761534,-73.9812431
23 WEST 95 STREET,40.7916001,-73.966031
4 EAST 54 STREET,40.7605923,-73.9749087
354 CENTRAL PARK WEST,40.7913308,-73.9652294
315 EAST 47 STREET,40.7527188,-73.9686532
316 EAST 49 STREET,40.7536684,-73.9681943
2070 8 AVENUE,40.8018211,-73.9568514
255 WEST 112 STREET,40.801604,-73.9560497
129 WEST 69 STREET,40.776104,-73.9811275
525 MADISON AVENUE,40.7599882,-73.9737142
121 WEST 69 STREET,40.7760134,-73.9809073
49 WEST 95 STREET,40.7918775,-73.9666882
306 EAST 49 STREET,40.7538414,-73.9686057
276 WEST 113 STREET,40.8020295,-73.956277
229 WEST 112 STREET,40.8012523,-73.9552192
689 5 AVENUE,40.761026,-73.9749086
221 WEST 112 STREET,40.8011589,-73.9549953
119 WEST 69 STREET,40.7759859,-73.9808423
39 WEST 95 STREET,40.7917841,-73.9664643
920 2 AVENUE,40.7540281,-73.9688511
304 EAST 49 STREET,40.7539402,-73.9686418
1852 ADAM C POWELL BLVD,40.8009173,-73.9547138
302 EAST 49 STREET,40.7539759,-73.9687284
535 MADISON AVENUE,40.76043,-73.9732772
930 2 AVENUE,40.7544041,-73.9684683
203 WEST 112 STREET,40.801115,-73.954887
117 WEST 69 STREET,40.7759585,-73.9807737
33 WEST 95 STREET,40.7917182,-73.9663091
2092 FREDRICK DOUGLASS BL,40.8025153,-73.9563453
545 MADISON AVENUE,40.7606962,-73.9730786
263 WEST 113 STREET,40.8022735,-73.9556917
26 WEST 96 STREET,40.7918388,-73.9658178
333 EAST 49 STREET,40.7540443,-73.9675986
349 EAST 49 STREET,40.7536571,-73.9669852
259 WEST 113 STREET,40.8022241,-73.9555761
36 WEST 96 STREET,40.7919624,-73.9661139
60 EAST 55 STREET,40.7605232,-73.9727899
353 CENTRAL PARK WEST,40.7912321,-73.9653017
354 EAST 50 STREET,40.7538985,-73.9667757
322 EAST 50 STREET,40.754338,-73.9678295
257 WEST 113 STREET,40.8022021,-73.955522
253 WEST 113 STREET,40.8021527,-73.9554064
550 MADISON AVENUE,40.7614621,-73.9735042
229 WEST 113 STREET,40.8018752,-73.9547492
308 EAST 50 STREET,40.754533,-73.9682192
430 PARK AVENUE,40.760759,-73.9718043
322 1/2 EAST 50 STREET,40.7543188,-73.9677789
323 EAST 50 STREET,40.7546206,-73.9674143
225 WEST 113 STREET,40.8018312,-73.9546445
1878 ADAM C POWELL BLVD,40.8018859,-73.9539979
111 WEST 69 STREET,40.7758734,-73.9805752
127 WEST 79 STREET,40.7826466,-73.976417
9 EAST 56 STREET,40.7621345,-73.9735184
121 WEST 79 STREET,40.7824983,-73.9760632
351 EAST 50 STREET,40.7543157,-73.9666059
903 1 AVENUE,40.7544638,-73.9661113
261 WEST 113 STREET,40.8022488,-73.9556339
262 WEST 115 STREET,40.8030664,-73.9548532
107 WEST 69 STREET,40.7758349,-73.9804813
48 EAST 57 STREET,40.7616482,-73.9715765
114 WEST 70 STREET,40.7761506,-73.9804523
905 1 AVENUE,40.7545241,-73.9660644
348 EAST 51 STREET,40.7545874,-73.9664867
276 WEST 115 STREET,40.8033027,-73.9554093
36 EAST 57 STREET,40.7618185,-73.9719735
2126 FREDRICK DOUGLASS BL,40.8034757,-73.9556873
120 WEST 70 STREET,40.7762494,-73.9806906
330 EAST 51 STREET,40.7548181,-73.9670352
2120 FREDRICK DOUGLASS BL,40.803333,-73.9557921
731 5 AVENUE,40.7626012,-73.9737817
211 WEST 115 STREET,40.8031484,-73.9538634
318 EAST 51 STREET,40.7550049,-73.9673635
432 PARK AVENUE,40.7615001,-73.9717968
314 EAST 51 STREET,40.7550296,-73.9674213
308 EAST 51 STREET,40.7550681,-73.9676306
203 WEST 115 STREET,40.803,-73.9535131
1912 ADAM C POWELL BLVD,40.8031756,-73.953159
144 WEST 70 STREET,40.7765212,-73.9813368
117 WEST 79 STREET,40.7824406,-73.9759332
5 EAST 57 STREET,40.7629222,-73.9731426
118 WEST 80 STREET,40.7828579,-73.9761245
956 2 AVENUE,40.7551889,-73.9678724
954 2 AVENUE,40.7551038,-73.9680168
230 WEST 116 STREET,40.8035575,-73.9540907
125 WEST 70 STREET,40.7766858,-73.9805461
11 EAST 57 STREET,40.7628041,-73.9728647
117 WEST 70 STREET,40.7766062,-73.9803583
329 EAST 50 STREET,40.7545739,-73.9672194
246 WEST 116 STREET,40.8038651,-73.9547948
252 WEST 116 STREET,40.8039476,-73.9549934
140 WEST 80 STREET,40.783116,-73.9767382
359 EAST 50 STREET,40.7541811,-73.9663677
19 EAST 57 STREET,40.7626805,-73.9725688
354 EAST 51 STREET,40.7545077,-73.966299
225 WEST 115 STREET,40.8033215,-73.9543003
113 WEST 70 STREET,40.7765293,-73.9801742
142 WEST 80 STREET,40.7831435,-73.9768032
597 MADISON AVENUE,40.7623482,-73.9718289
344 EAST 51 STREET,40.7546396,-73.966613
326 EAST 51 STREET,40.7548648,-73.9671506
49 WEST 96 STREET,40.792775,-73.9666263
41 WEST 96 STREET,40.7926651,-73.9663664
109 WEST 70 STREET,40.7764799,-73.9800515
100 WEST 71 STREET,40.776628,-73.9796182
148 WEST 80 STREET,40.7832231,-73.976991
319 EAST 51 STREET,40.7553451,-73.9671035
17 WEST 96 STREET,40.7923163,-73.9655287
470 PARK AVENUE,40.7622519,-73.9707749
795 COLUMBUS AVENUE,40.7943585,-73.9659863
106 WEST 71 STREET,40.7767049,-73.9798059
150 WEST 80 STREET,40.7832918,-73.9771498
343 EAST 51 STREET,40.7550265,-73.9663493
44 EAST 58 STREET,40.762554,-73.9714895
349 EAST 51 STREET,40.7549414,-73.9661508
312 EAST 52 STREET,40.7556223,-73.9669915
21 WEST 100 STREET,40.7948271,-73.9636602
600 MADISON AVENUE,40.7629412,-73.9724098
405 CENTRAL PARK WEST,40.7944811,-73.9630284
5 WEST 101 STREET,40.7953264,-73.9629051
114 WEST 71 STREET,40.7768065,-73.9800441
124 WEST 71 STREET,40.7769383,-73.9803618
185 WEST 80 STREET,40.7838106,-73.9774819
304 EAST 52 STREET,40.7557267,-73.9672405
980 2 AVENUE,40.7558365,-73.9674173
139 WEST 80 STREET,40.7833382,-73.9760774
761 5 AVENUE,40.7636082,-73.9724348
329 EAST 51 STREET,40.7552243,-73.9668184
3 WEST 101 STREET,40.7952743,-73.9627823
425 CENTRAL PARK WEST,40.796048,-73.9618898
630 3 AVENUE,40.7500114,-73.9754
13 WEST 103 STREET,40.7966629,-73.9621748
171 WEST 71 STREET,40.7779458,-73.9815747
424 COLUMBUS AVENUE,40.7829867,-73.9751278
335 EAST 51 STREET,40.7551089,-73.9665477
984 2 AVENUE,40.7561082,-73.9672764
374 LEXINGTON AVENUE,40.7512194,-73.9766772
990 2 AVENUE,40.7562564,-73.9671716
7 WEST 103 STREET,40.7965805,-73.9619762
3 WEST 103 STREET,40.7965118,-73.9618101
167 WEST 71 STREET,40.777836,-73.9813365
428A COLUMBUS AVENUE,40.7831074,-73.9750411
150 EAST 42 STREET,40.750758,-73.9755188
110 WEST 81 STREET,40.7833243,-73.9752685
317 EAST 52 STREET,40.7559296,-73.9665437
4 WEST 104 STREET,40.7967615,-73.9616294
6 WEST 104 STREET,40.7967945,-73.9617124
133 WEST 71 STREET,40.7773939,-73.9802859
329 EAST 52 STREET,40.755784,-73.9662009
684 3 AVENUE,40.7516662,-73.9741975
333 EAST 52 STREET,40.7557318,-73.9660818
10 WEST 104 STREET,40.7968577,-73.9618496
85 WEST 104 STREET,40.7980302,-73.9634779
240 COLUMBUS AVENUE,40.7769601,-73.9793581
116 WEST 81 STREET,40.7834177,-73.9754815
342 EAST 53 STREET,40.755814,-73.9655187
696 3 AVENUE,40.7519846,-73.9739267
326 EAST 53 STREET,40.7561519,-73.9663162
107 MANHATTAN AVENUE,40.7976593,-73.9624632
118 WEST 72 STREET,40.7774597,-73.9796323
158 WEST 81 STREET,40.7838268,-73.9764491
74 WEST 105 STREET,40.7981535,-73.9629974
700 3 AVENUE,40.7520614,-73.9738689
76 WEST 105 STREET,40.798181,-73.9630624
124 WEST 72 STREET,40.7775777,-73.9799103
162 WEST 81 STREET,40.7838763,-73.9765646
318 EAST 53 STREET,40.7562205,-73.9664822
314 EAST 53 STREET,40.7562809,-73.966623
144 EAST 44 STREET,40.7522482,-73.9745257
988 2 AVENUE,40.756207,-73.9672077
82 WEST 105 STREET,40.7982717,-73.9632827
130 WEST 72 STREET,40.7776574,-73.9801017
178 WEST 81 STREET,40.7841262,-73.9771568
70 WEST 105 STREET,40.7980931,-73.9628566
311 EAST 52 STREET,40.7560202,-73.9667639
137 EAST 44 STREET,40.7527148,-73.9744569
321 EAST 52 STREET,40.7558884,-73.9664499
921 COLUMBUS AVENUE,40.7985542,-73.9628997
132 WEST 72 STREET,40.7776821,-73.980163
133 WEST 80 STREET,40.7832531,-73.9758788
331 EAST 52 STREET,40.7557593,-73.9661432
927 COLUMBUS AVENUE,40.7987162,-73.9628454
710 3 AVENUE,40.7525362,-73.9735547
55 WEST 105 STREET,40.7983647,-73.9623075
162 WEST 72 STREET,40.7780857,-73.9811197
100 WEST 81 STREET,40.7832529,-73.9749147
351 EAST 52 STREET,40.7554874,-73.9655044
451 LEXINGTON AVENUE,40.7530799,-73.9745543
1004 2 AVENUE,40.7567833,-73.9667887
321 EAST 53 STREET,40.7565251,-73.96602
53 WEST 105 STREET,40.7983317,-73.9622244
140 MANHATTAN AVENUE,40.7983753,-73.9613828
156 WEST 72 STREET,40.7780033,-73.9809212
465 LEXINGTON AVENUE,40.7535162,-73.9741823
120 WEST 72 STREET,40.7775091,-73.9797515
935 COLUMBUS AVENUE,40.7989796,-73.962708
139 EAST 45 STREET,40.7533103,-73.9739189
933 COLUMBUS AVENUE,40.7989138,-73.962755
161 WEST 72 STREET,40.7785358,-73.9807116
141 EAST 45 STREET,40.7532828,-73.973854
134 WEST 82 STREET,40.7842795,-73.9755606
125 MANHATTAN AVENUE,40.7982493,-73.9620872
44 WEST 106 STREET,40.7984192,-73.9613503
157 WEST 72 STREET,40.7784781,-73.9805708
336 EAST 54 STREET,40.75661,-73.9654497
158 EAST 46 STREET,40.7534035,-73.9733811
332 EAST 54 STREET,40.7566704,-73.9655941
23 WEST 106 STREET,40.7987842,-73.9610575
15 WEST 106 STREET,40.7986276,-73.960682
133 WEST 72 STREET,40.7781623,-73.9798271
170 WEST 82 STREET,40.7846503,-73.9764344
303 EAST 53 STREET,40.756764,-73.9665902
154 EAST 46 STREET,40.7534447,-73.9734821
1026 2 AVENUE,40.7574144,-73.9663336
1030 2 AVENUE,40.7575132,-73.9662614
321 EAST 54 STREET,40.7571864,-73.9656551
345 EAST 54 STREET,40.7568788,-73.9649226
349 EAST 54 STREET,40.7567827,-73.9646952
310 EAST 55 STREET,40.7574993,-73.9656333
13 WEST 106 STREET,40.7985919,-73.9606026
6 WEST 107 STREET,40.7987922,-73.960299
14 WEST 107 STREET,40.7989735,-73.9607287
150 MANHATTAN AVENUE,40.7990724,-73.9609635
50 WEST 107 STREET,40.7992262,-73.9613318
60 WEST 107 STREET,40.7992976,-73.9614979
66 WEST 107 STREET,40.7994267,-73.9618084
116 WEST 73 STREET,40.7781924,-73.9791266
118 WEST 73 STREET,40.7782199,-73.9791916
124 WEST 73 STREET,40.7782885,-73.9793577
AMSTERDAM AVENUE,40.7851031,-73.9763367
460 COLUMBUS AVENUE,40.7840953,-73.9742174
474 COLUMBUS AVENUE,40.7845372,-73.9739934
142 WEST 83 STREET,40.7850343,-73.9754412
308 EAST 55 STREET,40.7575817,-73.9658318
955 COLUMBUS AVENUE,40.799704,-73.9621839
138 WEST 73 STREET,40.7784725,-73.9797945
146 EAST 46 STREET,40.7535408,-73.9737095
160 WEST 73 STREET,40.7787992,-73.9805671
473 AMSTERDAM AVENUE,40.7853803,-73.9762644
1028 2 AVENUE,40.7574638,-73.9662975
352 EAST 55 STREET,40.7570022,-73.9644533
965 COLUMBUS AVENUE,40.8000059,-73.9619056
161 MANHATTAN AVENUE,40.7997586,-73.9610389
152 EAST 46 STREET,40.7534776,-73.9735579
11 WEST 107 STREET,40.799223,-73.9601507
473 CENTRAL PARK WEST,40.7991048,-73.959656
114 WEST 73 STREET,40.778165,-73.9790652
138 WEST 83 STREET,40.7849766,-73.9752282
320 EAST 55 STREET,40.7573757,-73.9653374
333 EAST 55 STREET,40.7575649,-73.9645973
485 LEXINGTON AVENUE,40.7540787,-73.9734891
336 EAST 56 STREET,40.7578091,-73.9644167
68 WEST 108 STREET,40.8000716,-73.9613855
163 WEST 73 STREET,40.7791725,-73.9802601
117 WEST 82 STREET,40.7845209,-73.9749358
509 LEXINGTON AVENUE,40.7548883,-73.9730268
131 WEST 82 STREET,40.7846994,-73.9753655
333 EAST 56 STREET,40.7582427,-73.9641638
356 EAST 57 STREET,40.7583002,-73.9635682
350 EAST 57 STREET,40.7583771,-73.963745
72 WEST 108 STREET,40.8001375,-73.9615443
975 COLUMBUS AVENUE,40.800316,-73.9616815
973 COLUMBUS AVENUE,40.8002501,-73.9617285
161 WEST 73 STREET,40.7791368,-73.9801807
138 EAST 50TH STREET,40.7559804,-73.9718569
103 WEST 73 STREET,40.7784064,-73.9784405
171 WEST 83 STREET,40.7856904,-73.9757407
340 EAST 57 STREET,40.7585254,-73.9640698
193 MANHATTAN AVENUE,40.8002635,-73.9606666
11 WEST 108 STREET,40.7998816,-73.9597675
135 EAST 50 STREET,40.7564635,-73.9717051
70 WEST 109 STREET,40.8007577,-73.9610672
101 WEST 73 STREET,40.7783734,-73.9783575
137 WEST 83 STREET,40.7852784,-73.9747622
322 EAST 57 STREET,40.758638,-73.9645101
1070 2 AVENUE,40.7587179,-73.9653728
305 EAST 56 STREET,40.7586218,-73.9651707
100 WEST 74 STREET,40.7786177,-73.978166
135 WEST 83 STREET,40.7851961,-73.9745636
345 PARK AVENUE,40.7577537,-73.9724264
345 EAST 56 STREET,40.7580065,-73.9636406
71 WEST 109 STREET,40.8011941,-73.9610633
CATHEDRAL PARKWAY,40.8006883,-73.9589362
850 3 AVENUE,40.7569106,-73.9705173
246 MANHATTAN AVENUE,40.8013197,-73.9591526
106 WEST 74 STREET,40.7786973,-73.9783538
165 WEST 85 STREET,40.786972,-73.9748627
330 EAST 57 STREET,40.7585941,-73.9643405
254 MANHATTAN AVENUE,40.8015117,-73.9590116
154 EAST 52 STREET,40.7572125,-73.9707626
120 WEST 74 STREET,40.778884,-73.9787978
153 WEST 85 STREET,40.7868292,-73.9745341
340 EAST 58 STREET,40.7590851,-73.9632646
313 EAST 58 STREET,40.7599225,-73.9640727
